topicName,topicID,focusValue,parentName,parentID
道德困境,19780633,399,道德,19553217
道德困境,19780633,399,道德哲学（伦理学）,20045617
本体论（哲学）,19792807,503,形而上学,19605928
真理理论（Theory of Truth）,20008942,73,逻辑哲学论,19735408
真理理论（Theory of Truth）,20008942,73,形而上学,19605928
列奥·施特劳斯,19833817,215,政治哲学,19655302
理想国（书籍）,19679141,1140,政治哲学,19655302
理想国（书籍）,19679141,1140,柏拉图（Plato）,19566621
卡尔·施米特（Carl Schmitt）,20075642,16,政治哲学,19655302
卡尔·施米特（Carl Schmitt）,20075642,16,法学家,19634243
学科交叉,19865840,115,交叉学科,19565665
经济学史,20009195,95,交叉学科,19565665
谋生,19636475,182,生存,19565863
野外生存,19584221,6739,户外,19597846
野外生存,19584221,6739,生存,19565863
生存技能,19789632,2468,技能,19573996
生存技能,19789632,2468,生存,19565863
生存指南,19681890,708,生存,19565863
生存指南,19681890,708,末日,19682891
心流,19659629,4451,高效工作,19550928
心流,19659629,4451,高效学习,19580586
心流,19659629,4451,认知神经科学,19860606
Workflow(App),20011895,994,苹果公司 (Apple Inc.),19551762
Workflow(App),20011895,994,Apple 收购的公司,19815948
Workflow(App),20011895,994,iOS 应用,19551991
Workflow(App),20011895,994,效率类应用,19558386
WorkFlowy,19607121,836,iOS 应用,19551991
WorkFlowy,19607121,836,效率类应用,19558386
WorkFlowy,19607121,836,笔记类应用,19821486
IFTTT,19607376,7193,IFTTT 类产品,19622336
IFTTT,19607376,7193,效率类应用,19558386
Look for iOS,20003024,46,iOS 应用,19551991
Look for iOS,20003024,46,iPhone 应用,19550763
Look for iOS,20003024,46,效率类应用,19558386
如何高效学习（书籍）,20008741,3895,高效学习,19580586
辛雷,20084839,14,知识体系,19581102
辛雷,20084839,14,自我提升,19609766
辛雷,20084839,14,高考,19567664
辛雷,20084839,14,高效学习方法,19822207
辛雷,20084839,14,学习方法,19566266
辛雷,20084839,14,高中学习,19673852
辛雷,20084839,14,高中,19563973
辛雷,20084839,14,教育,19553176
辛雷,20084839,14,高效学习,19580586
辛雷,20084839,14,考研,19563107
老子（人物）,19605039,4843,道家,19567443
老子（人物）,19605039,4843,国学,19552418
老子（人物）,19605039,4843,哲学家,19552354
老子（人物）,19605039,4843,诸子百家,19582104
老子（人物）,19605039,4843,思想家,19577926
淮南子,19672486,108,道家,19567443
淮南子,19672486,108,杂家,19634762
淮南子,19672486,108,黄老道,20010735
列子,20015335,184,诸子,20043932
列子,20015335,184,文学家,19593703
列子,20015335,184,道家,19567443
列子,20015335,184,哲学家,19552354
列子,20015335,184,诸子百家,19582104
列子,20015335,184,思想家,19577926
庄子（人物）,19599611,7724,道家,19567443
庄子（人物）,19599611,7724,国学,19552418
庄子（人物）,19599611,7724,哲学家,19552354
庄子（人物）,19599611,7724,诸子百家,19582104
庄子（人物）,19599611,7724,思想家,19577926
修仙,19766897,958,道家,19567443
黄老道,20010735,54,道家,19567443
道士,19730959,909,道教,19567445
张三丰,19861053,628,道教,19567445
张三丰,19861053,628,武术家,19560906
张三丰,19861053,628,中国历史人物,20013001
张三丰,19861053,628,武侠人物,19899523
正一道,19941678,139,道教,19567445
梁兴扬（知乎用户）,20047965,142,道教,19567445
梁兴扬（知乎用户）,20047965,142,亚洲宗教,19559707
梁兴扬（知乎用户）,20047965,142,道教传播,19655598
梁兴扬（知乎用户）,20047965,142,知乎用户,19551536
方士,20010731,101,道教,19567445
全真教,19888663,152,道教,19567445
麦田怪圈,19737064,1848,未知领域,19723895
麦田怪圈,19737064,1848,未解之谜,19608928
麦田怪圈,19737064,1848,科幻,19552214
麦田怪圈,19737064,1848,不明飞行物 (UFO),19572090
性高潮,19707187,46145,人体生理现象,19617480
性高潮,19707187,46145,成人内容,19805970
性高潮,19707187,46145,性生活,19552204
生理科普,19684830,383,科普,19551585
生理科普,19684830,383,人体生理现象,19617480
排泄,19653052,133,人体生理现象,19617480
脚臭,19577007,616,人体生理现象,19617480
男性生理,19673816,3364,男性,19560788
男性生理,19673816,3364,人体生理现象,19617480
男性生理,19673816,3364,性健康,19573076
衰老,19630019,2231,人体生理现象,19617480
狐臭,19650805,1195,人体生理现象,19617480
分泌,19591700,28,人体生理现象,19617480
代谢,19844391,1136,人体生理现象,19617480
女性生理,19612854,4790,性健康,19573076
女性生理,19612854,4790,人体生理现象,19617480
女性生理,19612854,4790,女性,19556945
女性生理,19612854,4790,妇科,19615817
自发性知觉高潮反应（ASMR）,20005447,6213,人体生理现象,19617480
自发性知觉高潮反应（ASMR）,20005447,6213,生理学,19556433
喷嚏,19668024,23,鼻,19603528
喷嚏,19668024,23,人体生理现象,19617480
濒死体验,19600378,1537,超自然,19610365
辐射（物理名词）,19573441,1951,物理现象,19911862
失重,19624927,416,物理现象,19911862
移动,19550548,411,物理现象,19911862
超导,19840188,396,物理现象,19911862
卫星云图,20058872,30,卫星成像,20004407
卫星云图,20058872,30,气象学,19613147
卫星云图,20058872,30,云（自然现象）,19776584
人类命运,20037853,100,命运,19555763
核反应,19786871,95,核物理,19678113
核反应,19786871,95,核能,19565908
核反应,19786871,95,反应,19962275
乖戾气,20061652,137,心理学现象,19637097
乖戾气,20061652,137,脾气,19609698
幸存者偏差,20007953,3341,心理学现象,19637097
幸存者偏差,20007953,3341,认知偏差,19713447
幸存者偏差,20007953,3341,社会心理学,19591481
侵入性思维(intrusive thoughts),20076183,115,心理学现象,19637097
自卑,19566341,18799,心理学现象,19637097
自卑,19566341,18799,负面情绪,19601400
哀伤期,20012276,51,心理学现象,19637097
软件推荐,19559873,4909,推荐分享,19555318
软件推荐,19559873,4909,软件,19551718
论文推荐,20044485,186,推荐分享,19555318
论文推荐,20044485,186,阅读,19550564
论文推荐,20044485,186,科研,19556895
网站推荐,19566656,14153,推荐分享,19555318
网站推荐,19566656,14153,网站,19556496
应用推荐,20013192,435,推荐分享,19555318
应用推荐,20013192,435,软件推荐,19559873
应用推荐,20013192,435,应用程序 (Application Programme),19561599
Flickr,19556612,3069,图片分享,19560924
Flickr,19556612,3069,雅虎 (Yahoo!),19550515
Flickr,19556612,3069,摄影类应用,19556480
Flickr,19556612,3069,Web 2.0,19559214
照片分享,19554036,365,图片分享,19560924
照片分享,19554036,365,照片,19558964
SSS 式学习法,19673254,1122,学习方法,19566266
高中学习,19673852,125138,鄂南高中,20023472
高中学习,19673852,125138,学习方法,19566266
高中学习,19673852,125138,高中,19563973
高效学习方法,19822207,4490,学习方法,19566266
思维脑图(MindMap),19582592,1658,学习方法,19566266
费曼技巧,19780346,2091,学习方法,19566266
艾宾浩斯记忆曲线,19633431,2313,学习方法,19566266
10000 小时定律,19800225,4932,学习方法,19566266
学习曲线,19726761,1263,学习方法,19566266
实验,19564954,4434,科研,19556895
实验,19564954,4434,研究方法,19578105
声韵调分析法,20069589,28,研究方法,19578105
声韵调分析法,20069589,28,音系学,19645232
问卷调查,19608609,2049,研究方法,19578105
思想实验,19608512,681,研究方法,19578105
知商,20001393,734,商人,19680715
知商,20001393,734,知识产权,19553524
知商,20001393,734,知识,19553939
著作权,19633255,61886,知识产权,19553524
互联网版权,19583131,704,互联网法律法规,19595147
互联网版权,19583131,704,知识产权,19553524
不正当竞争,19638569,771,知识产权,19553524
公有领域,19683395,253,知识产权,19553524
反不正当竞争,19638983,608,经济法,19581039
反不正当竞争,19638983,608,知识产权,19553524
中国知识产权,19637403,718,知识产权,19553524
中国知识产权,19637403,718,中国法律,19647334
商标权,19638992,665,知识产权,19553524
知识产权律师,19794807,1083,知识产权,19553524
自主知识产权,19937064,88,知识产权,19553524
正版,19570490,788,知识产权,19553524
知识产权法,19611847,12077,经济法,19581039
知识产权法,19611847,12077,知识产权,19553524
知识产权法,19611847,12077,民法,19605396
盗版,19560729,3234,知识产权,19553524
盗版,19560729,3234,著作权,19633255
知识产权质押,19569735,137,知识产权,19553524
游戏知识产权,19642183,196,知识产权,19553524
游戏知识产权,19642183,196,游戏产业,19600554
Copyleft,19813818,167,知识产权,19553524
台积电 (TSMC),19653338,1495,半导体,19557452
台积电 (TSMC),19653338,1495,晶圆代工 (Foundry),19815387
台积电 (TSMC),19653338,1495,台湾企业,19812678
台积电 (TSMC),19653338,1495,半导体产业,19815862
晶圆代工 (Foundry),19815387,1440,芯片（集成电路）,19583435
晶圆代工 (Foundry),19815387,1440,Fabless manufacturing,20004017
晶圆代工 (Foundry),19815387,1440,半导体产业,19815862
晶圆代工 (Foundry),19815387,1440,电子,19573169
ARM,19553303,10054,CPU 指令集,19823428
ARM,19553303,10054,半导体产业,19815862
Fabless manufacturing,20004017,125,半导体产业,19815862
博通 (Broadcom),19909978,140,美国公司,19793675
博通 (Broadcom),19909978,140,无厂半导体公司,19815391
博通 (Broadcom),19909978,140,半导体产业,19815862
锐龙 AMD Ryzen,20074397,2966,半导体产业,19815862
锐龙 AMD Ryzen,20074397,2966,中央处理器 (CPU),19553309
锐龙 AMD Ryzen,20074397,2966,AMD,19562867
联发科 (MediaTek Inc.),19591770,1700,ARM 架构,19613104
联发科 (MediaTek Inc.),19591770,1700,无厂半导体公司,19815391
联发科 (MediaTek Inc.),19591770,1700,半导体产业,19815862
芯片设计,19769031,4588,芯片（集成电路）,19583435
芯片设计,19769031,4588,半导体产业,19815862
格罗方德 (GlobalFoundries),19906569,104,晶圆代工 (Foundry),19815387
格罗方德 (GlobalFoundries),19906569,104,半导体产业,19815862
英特尔 (Intel),19552747,14845,半导体产业,19815862
英特尔 (Intel),19552747,14845,美国科技公司,20004022
西安三星半导体,19929408,381,半导体,19557452
西安三星半导体,19929408,381,三星电子 (Samsung),19778246
西安三星半导体,19929408,381,半导体产业,19815862
软件研发,19740767,113,软件,19551718
软件研发,19740767,113,研发,19552045
Toq 智能手表,19921162,110,高通 (Qualcomm),19584089
骁龙处理器 (Snapdragon),19707144,2706,ARM 架构,19613104
骁龙处理器 (Snapdragon),19707144,2706,SoC,19681915
骁龙处理器 (Snapdragon),19707144,2706,高通 (Qualcomm),19584089
Gimbal,19920646,45,高通 (Qualcomm),19584089
AllJoyn,19922859,60,物联网,19551271
AllJoyn,19922859,60,高通 (Qualcomm),19584089
Mirasol 显示技术,19660043,67,显示技术,19551390
Mirasol 显示技术,19660043,67,高通 (Qualcomm),19584089
资产证券化,19760833,19456,金融创新,19609562
互联网金融,19586987,107761,金融科技,19804200
互联网金融,19586987,107761,金融创新,19609562
互联网金融,19586987,107761,互联网行业,19583595
互联网金融,19586987,107761,金融企业,20016419
普惠金融,19966168,503,金融创新,19609562
专利交易,20015532,65,专利,19564421
专利诉讼,19738249,331,诉讼,19569913
专利诉讼,19738249,331,专利,19564421
Android 专利,19628722,210,专利,19564421
中国专利周,20011074,575,专利,19564421
专利侵权,19642935,1243,专利,19564421
专利侵权,19642935,1243,侵权,19567129
专利代理,19643990,6598,专利,19564421
实用新型,20002300,101,专利,19564421
专利战,19604134,292,专利,19564421
专利申请,19644085,3360,专利,19564421
外观设计专利,20006161,1668,专利,19564421
外观设计专利,20006161,1668,外观设计,19593807
专利权,19638988,335,专利,19564421
专利保护,19637406,614,专利,19564421
苹果专利,19758136,547,苹果公司 (Apple Inc.),19551762
苹果专利,19758136,547,专利,19564421
专利检索,19830369,694,检索,19724451
专利检索,19830369,694,专利,19564421
未知领域,19723895,2102,探索,19562522
探月,19813061,43,探索,19562522
搜寻地外文明计划,19562515,144,航天,19623791
搜寻地外文明计划,19562515,144,地外文明,19582181
搜寻地外文明计划,19562515,144,探索,19562522
Julia（编程语言）,19678370,929,科学计算,19608617
Julia（编程语言）,19678370,929,编程语言,19552826
好奇实验室,20006780,7723,节目,19597954
好奇实验室,20006780,7723,科普,19551585
动物科普,19801449,237,科普,19551585
动物科普,19801449,237,动物学,19618352
冷知识,19569420,569637,科普,19551585
冷知识,19569420,569637,冷门,20029161
冷知识,19569420,569637,「标签」类话题,19608037
科普知识,19648123,1844,科普,19551585
中国科普博览,20027212,952,科普,19551585
中国科普博览,20027212,952,中国科学院,19579598
中国科普博览,20027212,952,中国互联网网站,19600011
扫盲科普,19629954,384,科普,19551585
饮食科普,19629957,1978,科普,19551585
健康科普,19629961,1471,科普,19551585
健康科普,19629961,1471,健康,19550937
科普杂志,19840722,285,杂志,19551166
科普杂志,19840722,285,科普,19551585
科普推广,20000312,131,科普,19551585
科普类视频,19581677,198,科普,19551585
ELI5,20058368,85,科普,19551585
少儿科普,19763752,171,科普,19551585
探索频道,19565533,968,科普,19551585
探索频道,19565533,968,电视台,19566230
探索频道,19565533,968,真人秀,19584282
系统论,19607283,401,系统科学,19840092
控制论,19610579,1262,系统科学,19840092
系统分析,19572256,132,系统科学,19840092
混沌理论,19610591,1715,复杂系统,19617333
混沌理论,19610591,1715,系统科学,19840092
科研工具,19894723,432,科研,19556895
科研课题,19645460,1910,科研,19556895
研究机构,19693336,32,科研,19556895
Meta分析,19791503,1025,科研,19556895
Meta分析,19791503,1025,循证医学,19662651
学术道德,20025900,130,科研,19556895
学术道德,20025900,130,道德,19553217
学术道德,20025900,130,学术,19558360
学术,19558360,101534,科研,19556895
科研社交网,19566247,598,科研,19556895
科学方法,19732451,99,科研,19556895
Perimeter Institute,20034314,44,科研,19556895
研究所,19579596,839,科研,19556895
BOINC,19939788,100,科研,19556895
BOINC,19939788,100,网络协作,19571365
BOINC,19939788,100,分布式计算,19552071
BOINC,19939788,100,公益,19554939
中国科研,20027331,471,科研,19556895
中国科研,20027331,471,中国大学,19583017
产学研,19627154,113,科研,19556895
科研评价,19814806,170,科研,19556895
外星环境地球化,20016277,408,科幻,19552214
外星环境地球化,20016277,408,地外生命,19562517
太空歌剧,19606367,1161,科幻,19552214
科幻世界（杂志）,19581220,4151,科幻,19552214
无垠的太空,20075156,1062,科幻,19552214
无垠的太空,20075156,1062,美剧,19551174
科幻小说,19550446,39828,小说,19550447
科幻小说,19550446,39828,科幻,19552214
硬科幻,19869414,2017,科幻,19552214
星际运输,20062114,11,科幻,19552214
赛博朋克（Cyberpunk）,19558891,6186,科幻,19552214
蒸汽朋克,19854665,7035,科幻,19552214
科幻作家,19847760,823,科幻,19552214
科幻作家,19847760,823,作家,19554741
科幻剧,19604336,349,科幻,19552214
科幻剧,19604336,349,电视剧,19556554
丧尸,19667747,9865,恐怖电影,19606591
丧尸,19667747,9865,科幻,19552214
时间机器,19602986,273,科幻,19552214
科幻奖项,20021774,65,科幻,19552214
科幻奖项,20021774,65,文学奖项,19804599
日本科幻,20021779,102,科幻,19552214
日本科幻,20021779,102,日本文学,19597091
科幻电影,19559915,101740,科幻,19552214
科幻电影,19559915,101740,电影类型,19685500
机甲,19798288,572,科幻,19552214
特摄片,19603395,1594,科幻,19552214
特摄片,19603395,1594,日本动画电影,19906753
特摄片,19603395,1594,电影类型,19685500
恐龙特急克塞号,20054543,64,特摄片,19603395
恐龙特急克塞号,20054543,64,科幻,19552214
恐龙特急克塞号,20054543,64,科幻电影,19559915
证伪,19669111,327,伪科学,19695806
永动机,19619552,1019,伪科学,19695806
永动机,19619552,1019,民间科学家,19669386
「科学」骗局,20071659,27,伪科学,19695806
「科学」骗局,20071659,27,骗局（诈骗）,20071663
方舟子（人物）,19567952,6590,伪科学,19695806
方舟子（人物）,19567952,6590,公共知识分子,19602640
方舟子（人物）,19567952,6590,网络红人,19569953
凡伟,20081344,24,伪科学,19695806
凡伟,20081344,24,网络红人,19569953
凡伟,20081344,24,民间科学家,19669386
凡伟,20081344,24,诈骗,19588459
地震云（伪科学概念）,20058308,51,伪科学,19695806
地震云（伪科学概念）,20058308,51,地震,19558263
磁化水,20076963,2,伪科学,19695806
磁化水,20076963,2,水处理,19669847
FPA性格色彩学,19607910,426,伪科学,19695806
民间科学家,19669386,5437,伪科学,19695806
民间科学家,19669386,5437,民间学问家,20048478
民间科学家,19669386,5437,人群,19727889
专注力,19778655,3221,认知科学,19571430
专注力,19778655,3221,学习,19550581
认知心理学,19596204,60844,认知科学,19571430
认知心理学,19596204,60844,基础心理学,19910202
人工智能,19551275,849960,认知科学,19571430
人工智能,19551275,849960,计算机科学,19580349
物理学史,19860934,675,科学史,19572253
医学史,19701281,274,科学史,19572253
化学史,19969733,74,科学史,19572253
数学史,19558705,4298,科学史,19572253
中国科学史,20033084,54,科学史,19572253
中国科学史,20033084,54,中国历史,19551075
托马斯·库恩,20045307,34,科学史,19572253
托马斯·库恩,20045307,34,哲学家,19552354
院士,19638414,405,科学家,19591548
发明家,19643266,88,科学家,19591548
生物学家,19963931,162,科学家,19591548
天文学家,20049340,237,天文学史,19937828
天文学家,20049340,237,科学家,19591548
计算机科学家,19655466,497,科学家,19591548
数据科学家,19734801,408568,数据分析,19559424
数据科学家,19734801,408568,科学家,19591548
数据科学家,19734801,408568,数据科学,20034729
数据科学家,19734801,408568,数据挖掘,19553534
死人,19687378,162,尸体,19603268
尸检,19896266,564,尸体,19603268
尸检,19896266,564,法医,19603262
跳楼自杀,20018256,251,自杀,19562979
自杀方式,19596470,2458,自杀,19562979
自杀方式,19596470,2458,死亡方式,19635236
自杀干预,19595440,684,自杀,19562979
自杀逻辑,19907633,356,自杀,19562979
马克思主义,19634237,18050,主义,19640726
马克思主义,19634237,18050,卡尔·马克思（Karl Marx）,19571449
原教旨主义,19557526,301,主义,19640726
民族主义,19555672,5134,政治,19551424
民族主义,19555672,5134,民族,19557498
民族主义,19555672,5134,右派,19624464
民族主义,19555672,5134,主义,19640726
民族主义,19555672,5134,民族社会学,20048316
民粹主义,19621484,2454,主义,19640726
民粹主义,19621484,2454,政治观点,19638221
民粹主义,19621484,2454,民粹,19754827
修正主义,19637813,204,主义,19640726
修正主义,19637813,204,政治改革,19660657
爱国主义,19611462,2586,爱国,19604685
爱国主义,19611462,2586,主义,19640726
爱国主义,19611462,2586,民族主义,19555672
社会主义（socialism）,20073342,66,政治制度,19585701
社会主义（socialism）,20073342,66,主义,19640726
共产主义 (communism),20073350,1398,马克思主义,19634237
共产主义 (communism),20073350,1398,极左思想,20047172
共产主义 (communism),20073350,1398,主义,19640726
共产主义 (communism),20073350,1398,极左派,20053978
帝国主义,19866266,356,主义,19640726
帝国主义,19866266,356,世界格局,19818377
帝国主义,19866266,356,国际政治,19561759
凯恩斯主义,19583975,9717,经济学派,19644113
凯恩斯主义,19583975,9717,主义,19640726
民主主义 (democratism),20074511,6,主义,19640726
民主主义 (democratism),20074511,6,民主 (democracy),20074292
民主主义 (democratism),20074511,6,政治思想,19668656
恐怖主义,19585925,9592,极端主义,20038352
恐怖主义,19585925,9592,主义,19640726
军国主义,19879000,256,主义,19640726
军国主义,19879000,256,帝国主义,19866266
素食主义,19550395,10053,主义,19640726
素食主义,19550395,10053,素食,19609448
社会帝国主义,20073387,7,社会主义（socialism）,20073342
社会帝国主义,20073387,7,主义,19640726
社会帝国主义,20073387,7,帝国主义,19866266
种族优待,20054279,25,政治正确,19625152
种族优待,20054279,25,种族歧视,19631833
种族配额,20073801,6,白左（网络语言）,20031375
种族配额,20073801,6,种族优待,20054279
种族配额,20073801,6,政治正确,19625152
种族配额,20073801,6,种族歧视,19631833
伊斯兰恐怖主义,20061795,144,伊斯兰教,19557525
伊斯兰恐怖主义,20061795,144,恐怖主义,19585925
伊斯兰恐怖主义,20061795,144,政治正确,19625152
白左（网络语言）,20031375,2863,左派,19613266
白左（网络语言）,20031375,2863,圣母（网络语言）,20035234
白左（网络语言）,20031375,2863,欧洲,19574129
白左（网络语言）,20031375,2863,网络语言,19585024
白左（网络语言）,20031375,2863,欧美文化,19744546
白左（网络语言）,20031375,2863,进步主义,20073429
白左（网络语言）,20031375,2863,政治正确,19625152
白左（网络语言）,20031375,2863,自由派,19635402
白左（网络语言）,20031375,2863,加拿大,19560517
白左（网络语言）,20031375,2863,白人,19730675
白左（网络语言）,20031375,2863,美国,19551627
奥威尔主义,20078524,4,政治正确,19625152
奥威尔主义,20078524,4,1984（小说）,19575775
奥威尔主义,20078524,4,乔治·奥威尔（作家）,19600221
奥威尔主义,20078524,4,威权主义,19765891
平权法案 (Affirmative Action),20052535,78,法案,19915446
平权法案 (Affirmative Action),20052535,78,平权,20014346
平权法案 (Affirmative Action),20052535,78,民族政策,19641009
平权法案 (Affirmative Action),20052535,78,政治正确,19625152
孟德斯鸠,19603653,175,法学家,19634243
孟德斯鸠,19603653,175,哲学家,19552354
孟德斯鸠,19603653,175,西方哲学史,19682693
孟德斯鸠,19603653,175,社会学家,19876599
孟德斯鸠,19603653,175,思想家,19577926
墨子,19669411,799,墨家,19669406
墨子,19669411,799,思想家,19577926
王阳明（王守仁）,19584655,31897,明代历史人物,19978543
王阳明（王守仁）,19584655,31897,哲学家,19552354
王阳明（王守仁）,19584655,31897,心学,19652369
王阳明（王守仁）,19584655,31897,宋明理学,19777381
王阳明（王守仁）,19584655,31897,思想家,19577926
卢梭（Jean-Jacques Rousseau）,19659403,1892,哲学家,19552354
卢梭（Jean-Jacques Rousseau）,19659403,1892,西方哲学史,19682693
卢梭（Jean-Jacques Rousseau）,19659403,1892,法国人,19723132
卢梭（Jean-Jacques Rousseau）,19659403,1892,思想家,19577926
克里希那穆提,19618267,1840,思想家,19577926
王安石,19573300,2059,宋代历史人物,19978536
王安石,19573300,2059,思想家,19577926
王安石,19573300,2059,宰相,19586238
范曾,19622543,70,思想家,19577926
黄宗羲,20015772,101,浙江,19581316
黄宗羲,20015772,101,明末,20053162
黄宗羲,20015772,101,儒家,19587838
黄宗羲,20015772,101,经世致用,19970204
黄宗羲,20015772,101,南明,19737280
黄宗羲,20015772,101,洪门五先贤,20066369
黄宗羲,20015772,101,明朝,19550972
黄宗羲,20015772,101,思想家,19577926
朱熹,19637814,454,宋代历史人物,19978536
朱熹,19637814,454,儒学,19552421
朱熹,19637814,454,宋明理学,19777381
朱熹,19637814,454,思想家,19577926
曾子,19811815,264,思想家,19577926
曾子,19811815,264,哲学家,19552354
曾子,19811815,264,儒家,19587838
荀况,19872506,368,思想家,19577926
荀况,19872506,368,儒家,19587838
荀况,19872506,368,先秦文化,19904056
孟子,19670062,862,思想家,19577926
孟子,19670062,862,儒家,19587838
柏拉图（Plato）,19566621,4175,哲学家,19552354
柏拉图（Plato）,19566621,4175,西方哲学史,19682693
柏拉图（Plato）,19566621,4175,古希腊哲学,19927951
柏拉图（Plato）,19566621,4175,思想家,19577926
伏尔泰（Voltaire）,19592230,136,法国人,19723132
伏尔泰（Voltaire）,19592230,136,思想家,19577926
萨特（Jean-Paul Sartre）,19585893,2557,哲学家,19552354
萨特（Jean-Paul Sartre）,19585893,2557,西方哲学史,19682693
萨特（Jean-Paul Sartre）,19585893,2557,法国人,19723132
萨特（Jean-Paul Sartre）,19585893,2557,西方马克思主义,20084141
萨特（Jean-Paul Sartre）,19585893,2557,思想家,19577926
阿尔伯特·赫希曼（Albert O. Hirschman）,20020041,102,经济学家,19712657
阿尔伯特·赫希曼（Albert O. Hirschman）,20020041,102,思想家,19577926
孔子,19566453,3668,传统文化,19563376
孔子,19566453,3668,思想家,19577926
孔子,19566453,3668,儒家,19587838
苏格拉底（Socrates）,19665544,3143,哲学家,19552354
苏格拉底（Socrates）,19665544,3143,西方哲学史,19682693
苏格拉底（Socrates）,19665544,3143,古希腊哲学,19927951
苏格拉底（Socrates）,19665544,3143,思想家,19577926
施工,19667093,12328,建筑行业,19577888
施工,19667093,12328,土木工程,19559037
工程检测,19654857,173,建筑行业,19577888
结构设计,19598028,27776,建筑行业,19577888
结构设计,19598028,27776,结构工程,19667391
监理,19667084,1030,建筑行业,19577888
给排水设计,19791618,4600,建筑行业,19577888
给排水设计,19791618,4600,给排水,19866572
暖通设计,20047114,274,建筑行业,19577888
景观设计,19626303,45000,建筑行业,19577888
景观设计,19626303,45000,环境,19552777
景观设计,19626303,45000,建筑,19558438
工程造价,19643811,48719,建筑行业,19577888
工程造价,19643811,48719,造价,19806594
工程造价,19643811,48719,土木工程,19559037
工程试验,20012871,39,建筑行业,19577888
普惠公司,20003753,222,航空业,19636557
普惠公司,20003753,222,航空发动机,19559454
Titan Aerospace,19954158,92,航空业,19636557
Titan Aerospace,19954158,92,私营航天公司,20003676
航空公司,19555930,11905,公司,19550225
航空公司,19555930,11905,航空业,19636557
航空公司,19555930,11905,民航,19559529
航空集团,19626793,74,航空业,19636557
Scaled Composites,20003270,94,航空业,19636557
Scaled Composites,20003270,94,私营航天公司,20003676
通用电气航空,20003752,228,航空业,19636557
通用电气航空,20003752,228,航空发动机,19559454
遥操作 Teleoperation,20012683,55,自动控制,19589888
遥操作 Teleoperation,20012683,55,自动化,19574232
遥操作 Teleoperation,20012683,55,机器人,19551273
自动化工具,19607334,238,自动化,19574232
无人机（Drone）,19604166,36754,自动控制,19589888
无人机（Drone）,19604166,36754,自动化,19574232
无人机（Drone）,19604166,36754,航空器,19640979
无人机（Drone）,19604166,36754,机器人,19551273
无人机（Drone）,19604166,36754,航空,19559460
自动售货机,19834980,848,自动化,19574232
机器人,19551273,45427,自动控制,19589888
机器人,19551273,45427,自动化,19574232
机器人,19551273,45427,机械,19564870
机器人,19551273,45427,人工智能,19551275
控制系统,19589887,1401,自动化,19574232
自动控制,19589888,21285,自动化,19574232
ABB集团,19881130,2193,自动化,19574232
ABB集团,19881130,2193,跨国公司,19568248
模型预测控制,20036808,329,自动控制,19589888
模型预测控制,20036808,329,自动化,19574232
模型预测控制,20036808,329,机器人,19551273
模型预测控制,20036808,329,最优控制,20061156
模型预测控制,20036808,329,控制理论,19803111
可编程逻辑控制器（PLC）,19890135,16322,自动化,19574232
卡尔曼滤波 Kalman Filter,20016366,2260,滤波算法,19592200
卡尔曼滤波 Kalman Filter,20016366,2260,状态估计（State Estimation）,20068953
卡尔曼滤波 Kalman Filter,20016366,2260,自动控制,19589888
卡尔曼滤波 Kalman Filter,20016366,2260,无人机（Drone）,19604166
卡尔曼滤波 Kalman Filter,20016366,2260,自动化,19574232
卡尔曼滤波 Kalman Filter,20016366,2260,机器人,19551273
石油化工,19646902,13061,石油,19602267
石油化工,19646902,13061,化工,19579678
化工专业,19620213,10267,大学专业,19560372
化工专业,19620213,10267,化工,19579678
化学工艺,19801060,968,化工,19579678
化工设计院,19708509,629,设计院,19578322
化工设计院,19708509,629,化工,19579678
化工厂,19636968,286,工厂,19578746
化工厂,19636968,286,化工,19579678
微流道,20031264,278,流体力学,19560496
微流道,20031264,278,生物工程,19612219
微流道,20031264,278,化工,19579678
微流道,20031264,278,分析化学,19659044
安全评价,19824168,229,化工,19579678
安全评价,19824168,229,安全工程,19645121
染料,19787097,84,化工,19579678
对二甲苯,19635134,40,有机化学,19598921
对二甲苯,19635134,40,化工,19579678
化工原理,19764227,389,化工专业,19620213
化工原理,19764227,389,化工,19579678
化工机械,19930538,324,机械,19564870
化工机械,19930538,324,化工,19579678
抚顺石油学院,20052831,95,高等教育,19558397
抚顺石油学院,20052831,95,石油化工,19646902
抚顺石油学院,20052831,95,石油,19602267
抚顺石油学院,20052831,95,工科大学,19795782
抚顺石油学院,20052831,95,大学,19556353
抚顺石油学院,20052831,95,化工,19579678
精益生产,19739315,5409,工业工程,19595404
汇川技术,20048158,282,制造业,19551606
汇川技术,20048158,282,可编程逻辑控制器（PLC）,19890135
汇川技术,20048158,282,工控,19749486
船舶制造,19668886,6704,制造业,19551606
船舶制造,19668886,6704,航运,19562038
船舶制造,19668886,6704,船舶与海洋工程,20013116
3D 打印,19632927,19665,制造业,19551606
3D 打印,19632927,19665,3D 建模,19630455
3D 打印,19632927,19665,打印,19587908
家具制造,19790553,173,制造业,19551606
高端装备制造,19903935,114,制造业,19551606
制造业 ERP,19792510,226,制造业,19551606
制造业 ERP,19792510,226,ERP,19557683
数控系统,19666053,1982,制造业,19551606
数控系统,19666053,1982,制造工艺,19627498
数控系统,19666053,1982,数控机床,19689320
制造业转型,20025323,103,制造业,19551606
